rank_from_top,rank_from_bottom,tag,n_questions,acceptance_rate,acceptance_ci_low,acceptance_ci_high,answer_rate,positive_answer_rate,acceptance_given_answered,acceptance_per_answer,self_accepted_share,closed_in_window_share,duplicate_share,median_days_to_first_answer,answers_per_question,distinct_answerers_per_100_questions,window_capture_ratio,first_tag_share,acceptance_rate_as_first_tag,acceptance_rate_as_later_tag,acceptance_rate_lifetime
288,223,kubernetes-helm,913,0.2662,0.2385,0.2958,0.5849,0.3275,0.4551,0.3938,0.1893,0.012,0.0088,0,0.68,33.6,0.9455,0.2256,0.2573,0.2687,0.2815
289,145,asp.net,5482,0.249,0.2377,0.2606,0.5773,0.2277,0.4313,0.3514,0.1744,0.0288,0.021,0,0.71,38.8,0.9242,0.3415,0.2179,0.2651,0.2694
290,152,elasticsearch,3754,0.2507,0.2371,0.2648,0.529,0.2283,0.4738,0.4197,0.1647,0.0032,0.0024,0,0.6,21.6,0.9308,0.6156,0.2601,0.2356,0.2693
291,198,outlook,1320,0.2598,0.2369,0.2842,0.778,0.2621,0.334,0.2513,0.1079,0.0242,0.0098,0,1.03,19.9,0.9635,0.2303,0.2303,0.2687,0.2697
292,181,nuxt.js,1805,0.256,0.2364,0.2766,0.503,0.2626,0.5088,0.4278,0.2597,0.015,0.0116,0,0.6,32.1,0.9259,0.1756,0.183,0.2715,0.2765
293,206,asp.net-web-api,1154,0.2608,0.2363,0.2869,0.6066,0.2418,0.43,0.352,0.2359,0.0191,0.013,0,0.74,53.6,0.9319,0.0789,0.1209,0.2728,0.2799
294,115,node.js,36054,0.2404,0.236,0.2448,0.5398,0.2193,0.4453,0.3581,0.1761,0.0329,0.0271,0,0.67,34.3,0.9294,0.5903,0.2138,0.2787,0.2586
295,213,path,1021,0.2615,0.2355,0.2893,0.5867,0.2693,0.4457,0.3623,0.1161,0.049,0.0402,0,0.72,64.0,0.9604,0.0558,0.0877,0.2718,0.2723
296,176,sass,1866,0.2546,0.2353,0.2748,0.5734,0.2594,0.4439,0.3467,0.1495,0.0423,0.0386,0,0.73,56.8,0.9295,0.1125,0.2095,0.2603,0.2738
297,174,image-processing,1973,0.2539,0.2352,0.2736,0.5094,0.3077,0.4985,0.404,0.0818,0.0264,0.0106,0,0.63,30.6,0.9489,0.11,0.1659,0.2648,0.2676
298,179,airflow,1648,0.2549,0.2344,0.2764,0.5704,0.247,0.4468,0.39,0.2024,0.0024,0.0012,0,0.65,26.3,0.9111,0.3501,0.2409,0.2624,0.2797
299,187,url,1366,0.2562,0.2338,0.28,0.5791,0.2496,0.4425,0.3486,0.1486,0.0461,0.0351,0,0.73,64.1,0.9309,0.1354,0.173,0.2693,0.2753
300,180,time-series,1523,0.2541,0.2329,0.2766,0.4931,0.2594,0.5153,0.4161,0.0672,0.0177,0.0131,0,0.61,40.1,0.9462,0.0965,0.1156,0.2689,0.2685
301,161,cmake,2133,0.2499,0.232,0.2687,0.4801,0.2485,0.5205,0.4575,0.2552,0.0703,0.0656,0,0.55,29.7,0.9318,0.2504,0.2809,0.2395,0.2682
302,183,pytest,1361,0.2542,0.2318,0.278,0.5474,0.2594,0.4644,0.3918,0.1965,0.0279,0.0228,0,0.65,42.0,0.9251,0.0786,0.1776,0.2608,0.2748
303,202,multiprocessing,1033,0.2575,0.2318,0.285,0.5479,0.2962,0.47,0.3833,0.0977,0.03,0.0194,0,0.67,36.5,0.9568,0.0232,0.0417,0.2626,0.2691
304,129,kubernetes,7038,0.2408,0.231,0.251,0.5936,0.3387,0.4057,0.3343,0.2248,0.0134,0.0054,0,0.72,28.1,0.9128,0.6081,0.254,0.2204,0.2639
305,126,next.js,8058,0.24,0.2308,0.2495,0.5455,0.2517,0.4399,0.3588,0.2156,0.0505,0.0496,0,0.67,40.9,0.9118,0.1519,0.1944,0.2482,0.2632
306,197,android-layout,1028,0.2558,0.2301,0.2834,0.5817,0.2364,0.4398,0.3317,0.1597,0.0282,0.0185,0,0.77,50.1,0.946,0.0282,0.2414,0.2563,0.2704
307,141,docker-compose,3622,0.2435,0.2298,0.2578,0.5331,0.2327,0.4568,0.3792,0.2732,0.0398,0.0362,0,0.64,41.5,0.9168,0.0721,0.2184,0.2455,0.2656
308,188,amazon-dynamodb,1134,0.254,0.2295,0.2801,0.6076,0.3166,0.418,0.3556,0.1042,0.0115,0.0097,0,0.71,31.0,0.926,0.1561,0.2486,0.255,0.2743
309,107,amazon-web-services,14755,0.2361,0.2293,0.243,0.5366,0.2575,0.4401,0.3857,0.2084,0.0117,0.0066,0,0.61,25.3,0.9135,0.6847,0.2415,0.2244,0.2585
310,182,spring-security,1208,0.2525,0.2288,0.2777,0.5944,0.2558,0.4248,0.3622,0.2525,0.0331,0.0232,0,0.7,39.7,0.9132,0.1167,0.2411,0.254,0.2765
311,163,error-handling,1683,0.2478,0.2277,0.269,0.5502,0.2597,0.4503,0.3501,0.1223,0.0463,0.041,0,0.71,63.0,0.9499,0.0885,0.1678,0.2555,0.2608
312,172,three.js,1385,0.2498,0.2277,0.2733,0.4751,0.2498,0.5258,0.4727,0.1763,0.0159,0.013,0,0.53,25.2,0.9351,0.3148,0.2408,0.254,0.2671
313,128,visual-studio,5323,0.2388,0.2275,0.2504,0.5223,0.2222,0.4572,0.3721,0.2801,0.0381,0.0293,0,0.64,42.1,0.9359,0.3006,0.1744,0.2665,0.2551
314,189,google-api,1036,0.2529,0.2274,0.2802,0.5589,0.2819,0.4525,0.3899,0.1565,0.0328,0.0193,0,0.65,28.9,0.9161,0.2114,0.2192,0.2619,0.2761
315,177,charts,1266,0.2504,0.2273,0.275,0.481,0.2093,0.5205,0.4628,0.1483,0.0197,0.0142,0,0.54,36.7,0.952,0.1524,0.2176,0.2563,0.263
316,108,spring,10022,0.2348,0.2266,0.2432,0.5494,0.2282,0.4274,0.3405,0.1938,0.0243,0.0197,0,0.69,34.0,0.9461,0.3216,0.2073,0.2478,0.2482
317,133,image,3922,0.2397,0.2266,0.2533,0.5487,0.2361,0.4368,0.3416,0.1266,0.0395,0.0329,0,0.7,56.1,0.9381,0.1917,0.1835,0.253,0.2555
318,169,script,1426,0.2482,0.2265,0.2713,0.5968,0.2602,0.416,0.3076,0.0537,0.0596,0.0435,0,0.81,55.6,0.9699,0.021,0.1,0.2514,0.256
319,134,ajax,3563,0.2394,0.2257,0.2537,0.5257,0.2063,0.4554,0.3669,0.1477,0.0567,0.0474,0,0.65,48.1,0.9541,0.1156,0.1723,0.2482,0.2509
320,186,model-view-controller,985,0.2518,0.2257,0.2798,0.5208,0.2041,0.4834,0.3899,0.1774,0.0345,0.0234,0,0.65,54.2,0.9538,0.0772,0.1184,0.2629,0.264
321,132,keras,3992,0.2385,0.2255,0.2519,0.4917,0.2255,0.485,0.4258,0.1492,0.022,0.0143,0,0.56,24.7,0.9352,0.0686,0.1168,0.2474,0.255
322,185,compiler-errors,926,0.2505,0.2237,0.2794,0.5929,0.2883,0.4226,0.3338,0.1509,0.1069,0.0799,0,0.75,61.8,0.9431,0.0864,0.1125,0.2636,0.2657
323,127,macos,3967,0.2362,0.2232,0.2497,0.5626,0.2375,0.4198,0.3586,0.2775,0.0429,0.025,0,0.66,49.1,0.8967,0.3292,0.2274,0.2405,0.2634
324,147,symfony,1775,0.2417,0.2223,0.2622,0.5448,0.218,0.4436,0.3848,0.2634,0.0349,0.027,0,0.63,36.8,0.9286,0.3346,0.2222,0.2515,0.2603
325,119,github,4907,0.234,0.2223,0.246,0.5537,0.2729,0.4225,0.356,0.1821,0.0567,0.0487,0,0.66,37.4,0.9169,0.419,0.2111,0.2504,0.2551
326,142,sqlalchemy,2085,0.2398,0.222,0.2586,0.4825,0.2379,0.497,0.4413,0.254,0.0427,0.0374,0,0.54,32.0,0.9434,0.0772,0.1739,0.2453,0.2542
327,146,jwt,1799,0.2407,0.2215,0.261,0.5464,0.2357,0.4405,0.3645,0.1986,0.02,0.0161,0,0.66,49.6,0.9454,0.0734,0.2121,0.243,0.2546
328,171,vite,1064,0.2462,0.2213,0.273,0.5404,0.265,0.4557,0.3803,0.2901,0.0141,0.0056,0,0.65,49.4,0.8912,0.0555,0.0678,0.2567,0.2763
329,164,module,1240,0.2444,0.2213,0.269,0.5387,0.2379,0.4536,0.3655,0.1749,0.0476,0.0411,0,0.67,58.4,0.941,0.0823,0.3039,0.239,0.2597
330,98,spring-boot,15029,0.2272,0.2205,0.2339,0.5465,0.2212,0.4156,0.3369,0.2173,0.024,0.0182,0,0.67,32.0,0.9295,0.2602,0.199,0.2371,0.2444
331,157,microsoft-graph-api,1242,0.2432,0.2201,0.2678,0.6707,0.2126,0.3625,0.3244,0.1788,0.0048,0.0048,1,0.75,23.5,0.9152,0.3357,0.1775,0.2764,0.2657
332,173,mocking,1001,0.2458,0.2201,0.2734,0.5315,0.2228,0.4624,0.4033,0.2033,0.021,0.021,0,0.61,46.6,0.9111,0.042,0.1429,0.2503,0.2697
333,110,xcode,4456,0.2314,0.2192,0.244,0.5043,0.2112,0.4588,0.3752,0.2231,0.0298,0.0222,0,0.62,36.5,0.9116,0.1997,0.173,0.2459,0.2538
334,97,ios,13946,0.226,0.2191,0.233,0.4976,0.2132,0.4542,0.3693,0.2021,0.0238,0.0179,0,0.61,28.5,0.912,0.8455,0.2393,0.1536,0.2478
335,96,docker,13933,0.2259,0.2191,0.233,0.5125,0.2271,0.4408,0.3711,0.2687,0.0391,0.0317,0,0.61,34.8,0.9143,0.5183,0.2264,0.2254,0.2471
336,144,curl,1628,0.2389,0.2189,0.2603,0.5117,0.2064,0.467,0.3917,0.2108,0.0418,0.0332,0,0.61,48.5,0.9068,0.1585,0.2093,0.2445,0.2635
337,149,blockchain,1412,0.2401,0.2185,0.2631,0.5907,0.2415,0.4065,0.3459,0.1091,0.0099,0.005,0,0.69,34.1,0.9313,0.5198,0.2725,0.205,0.2578
338,167,ms-word,1039,0.2435,0.2184,0.2705,0.5919,0.2262,0.4114,0.3378,0.1581,0.0212,0.0067,0,0.72,30.2,0.9336,0.1453,0.1258,0.2635,0.2608
339,158,leaflet,1119,0.2422,0.218,0.2681,0.4441,0.1787,0.5453,0.4796,0.2103,0.0366,0.0349,0,0.5,31.4,0.9542,0.1564,0.1543,0.2585,0.2538
340,137,spring-data-jpa,2022,0.2359,0.2179,0.2549,0.5603,0.227,0.421,0.3357,0.1845,0.0183,0.0158,0,0.7,44.1,0.9427,0.045,0.2088,0.2372,0.2502
341,124,powerbi,2780,0.2331,0.2178,0.2492,0.5317,0.2209,0.4384,0.3701,0.1034,0.0014,4.0E-4,0,0.63,17.4,0.9391,0.6878,0.2432,0.2108,0.2482
342,153,sequelize.js,1196,0.2408,0.2174,0.2658,0.5242,0.1672,0.4593,0.4079,0.1736,0.0075,0.0067,0,0.59,31.4,0.9351,0.1012,0.1901,0.2465,0.2575
343,122,http,2821,0.2318,0.2166,0.2478,0.5119,0.2159,0.4529,0.3813,0.1927,0.0248,0.0195,0,0.61,49.9,0.937,0.2251,0.2252,0.2338,0.2474
344,138,import,1796,0.235,0.2159,0.2551,0.549,0.2144,0.428,0.3352,0.1114,0.0301,0.0267,0,0.7,60.6,0.9483,0.0702,0.1032,0.2449,0.2478
345,111,aws-lambda,3405,0.2297,0.2158,0.2441,0.5498,0.2555,0.4177,0.3625,0.2187,0.0103,0.0065,0,0.63,33.8,0.9189,0.1113,0.1636,0.2379,0.2499
346,168,azure-web-app-service,933,0.2422,0.2158,0.2707,0.6731,0.2047,0.3599,0.3113,0.3142,0.0032,0.0032,1,0.78,39.7,0.8968,0.089,0.253,0.2412,0.2701
347,143,visual-studio-2022,1372,0.2369,0.2151,0.2601,0.5095,0.2281,0.4649,0.3878,0.3169,0.0182,0.0153,1,0.61,47.7,0.8553,0.094,0.1628,0.2446,0.277
348,150,statistics,1200,0.2383,0.2151,0.2633,0.4833,0.265,0.4931,0.3945,0.0699,0.0308,0.0167,0,0.6,39.4,0.9533,0.1483,0.1011,0.2622,0.25
349,105,rest,4064,0.2269,0.2143,0.24,0.5364,0.2185,0.4229,0.3407,0.1616,0.0209,0.015,0,0.67,52.1,0.9285,0.1897,0.192,0.235,0.2443
350,112,apache-kafka,3020,0.2288,0.2142,0.2441,0.5656,0.256,0.4046,0.3545,0.2098,0.0278,0.0242,0,0.65,21.1,0.9263,0.4288,0.2162,0.2383,0.247
351,131,nlp,1870,0.2321,0.2135,0.2518,0.4979,0.2396,0.4662,0.3858,0.0922,0.0155,0.007,0,0.6,34.8,0.9274,0.2043,0.1545,0.252,0.2503
352,160,containers,914,0.2396,0.2131,0.2683,0.5678,0.2604,0.422,0.3411,0.1507,0.0416,0.0263,0,0.7,52.8,0.9202,0.0525,0.1042,0.2471,0.2604
353,95,windows,6774,0.2219,0.2121,0.2319,0.4999,0.2253,0.4439,0.3659,0.2176,0.0434,0.0294,0,0.61,39.3,0.9227,0.4836,0.2332,0.2113,0.2405
354,156,conda,914,0.2385,0.212,0.2672,0.5394,0.2845,0.4422,0.3714,0.2064,0.0853,0.0711,0,0.64,38.5,0.8934,0.0864,0.2152,0.2407,0.267
355,100,machine-learning,4016,0.2236,0.211,0.2368,0.5204,0.2134,0.4297,0.3765,0.1192,0.0329,0.011,0,0.59,34.4,0.9286,0.2174,0.1901,0.2329,0.2408
356,116,jpa,2282,0.2274,0.2107,0.2451,0.539,0.2108,0.422,0.3359,0.185,0.0171,0.0145,0,0.68,38.8,0.9523,0.0565,0.2248,0.2276,0.2388
357,135,encryption,1436,0.2312,0.2101,0.2537,0.4735,0.243,0.4882,0.414,0.1596,0.0341,0.0195,0,0.56,40.9,0.9405,0.156,0.1384,0.2483,0.2458
358,121,matlab,1941,0.2282,0.2101,0.2474,0.4884,0.2782,0.4673,0.3948,0.0858,0.034,0.0268,0,0.58,24.2,0.9547,0.7053,0.225,0.236,0.2391
359,118,intellij-idea,2055,0.2268,0.2092,0.2454,0.5251,0.2545,0.4319,0.3704,0.2189,0.0384,0.0277,0,0.61,42.7,0.9102,0.2204,0.2406,0.2228,0.2491
360,130,selenium-chromedriver,1526,0.2294,0.209,0.2511,0.5446,0.1933,0.4212,0.3268,0.1629,0.036,0.0321,0,0.7,37.3,0.9695,0.0164,0.04,0.2325,0.2366
361,140,redirect,1166,0.2316,0.2083,0.2566,0.5086,0.2007,0.4553,0.3797,0.2296,0.03,0.0257,0,0.61,44.0,0.9677,0.1346,0.0892,0.2537,0.2393
362,103,hibernate,2851,0.2231,0.2082,0.2387,0.5223,0.1964,0.4271,0.3491,0.2201,0.0151,0.0123,0,0.64,36.1,0.9521,0.1228,0.1743,0.2299,0.2343
363,139,bots,1142,0.2312,0.2076,0.2565,0.6322,0.2049,0.3657,0.3021,0.0947,0.0263,0.0175,0,0.77,55.0,0.9263,0.0683,0.0897,0.2415,0.2496
364,136,postman,1247,0.2302,0.2076,0.2543,0.5573,0.2053,0.4129,0.3487,0.1777,0.0152,0.0128,0,0.66,51.8,0.941,0.1628,0.1576,0.2443,0.2446
365,99,testing,3093,0.2205,0.2062,0.2355,0.5251,0.2292,0.42,0.3499,0.1848,0.0162,0.0113,0,0.63,45.2,0.9021,0.1882,0.1924,0.227,0.2444
366,70,android,39101,0.2092,0.2052,0.2133,0.4875,0.1907,0.4292,0.3412,0.2051,0.0261,0.0212,0,0.61,24.9,0.9155,0.7661,0.2076,0.2147,0.2285
367,104,amazon-ec2,2193,0.2221,0.2052,0.2399,0.5267,0.2426,0.4216,0.3634,0.2136,0.0192,0.01,0,0.61,35.6,0.9206,0.1031,0.1681,0.2283,0.2412
368,83,api,9230,0.2129,0.2047,0.2214,0.5202,0.1835,0.4093,0.3282,0.1399,0.0294,0.0211,0,0.65,50.3,0.9366,0.2224,0.1491,0.2312,0.2273
369,120,post,1512,0.2249,0.2045,0.2466,0.5311,0.1806,0.4234,0.3498,0.2265,0.039,0.0351,0,0.64,57.8,0.9551,0.0516,0.1538,0.2287,0.2354
370,90,flask,4476,0.2163,0.2044,0.2286,0.5335,0.1825,0.4054,0.35,0.1932,0.0748,0.0686,0,0.62,39.3,0.9317,0.0943,0.1801,0.22,0.2321
371,125,spring-mvc,1269,0.2254,0.2032,0.2492,0.5524,0.2025,0.408,0.3217,0.2098,0.0221,0.0197,0,0.7,49.7,0.9502,0.0575,0.137,0.2308,0.2372
372,89,opencv,4009,0.2155,0.2031,0.2285,0.4605,0.2507,0.468,0.391,0.1701,0.0417,0.0272,0,0.55,27.6,0.9361,0.1157,0.1616,0.2226,0.2302
373,113,terminal,1480,0.2223,0.2018,0.2442,0.5304,0.2236,0.4191,0.3347,0.1733,0.0588,0.0419,0,0.66,54.1,0.8916,0.1176,0.0862,0.2404,0.2493
374,79,tensorflow,7262,0.2099,0.2006,0.2194,0.4703,0.2056,0.4463,0.3951,0.1568,0.016,0.0095,0,0.53,22.7,0.9242,0.2521,0.1382,0.234,0.2271
375,123,neural-network,1097,0.2233,0.1997,0.2489,0.4977,0.2151,0.4487,0.3914,0.1347,0.0237,0.0091,0,0.57,36.1,0.9316,0.0966,0.1226,0.2341,0.2397
376,102,ffmpeg,1724,0.2181,0.1992,0.2382,0.4664,0.1903,0.4677,0.4225,0.2287,0.0122,0.007,0,0.52,27.0,0.9307,0.3184,0.235,0.2102,0.2343
377,67,react-native,15255,0.2055,0.1992,0.212,0.5082,0.1971,0.4044,0.3152,0.1815,0.0111,0.0088,0,0.65,32.1,0.9234,0.3468,0.1679,0.2255,0.2225
378,92,nestjs,2758,0.2139,0.199,0.2296,0.512,0.1922,0.4178,0.3593,0.2424,0.0094,0.0087,0,0.6,33.3,0.8926,0.1574,0.2258,0.2117,0.2397
379,114,junit,1265,0.2206,0.1986,0.2442,0.5423,0.2166,0.4067,0.3333,0.1613,0.0253,0.0213,0,0.66,47.0,0.9394,0.0806,0.1471,0.227,0.2348
380,117,request,1122,0.2201,0.1969,0.2453,0.4964,0.1783,0.4434,0.3616,0.1498,0.033,0.025,0,0.61,53.7,0.9286,0.0312,0.2286,0.2199,0.2371
381,109,backend,1195,0.2192,0.1967,0.2436,0.5406,0.2117,0.4056,0.3263,0.126,0.0444,0.0293,0,0.67,60.0,0.9161,0.0184,0.2727,0.2182,0.2393
382,94,logging,2126,0.2131,0.1962,0.231,0.4897,0.2272,0.4352,0.3677,0.181,0.024,0.0183,0,0.58,47.0,0.9189,0.1726,0.1935,0.2172,0.2319
383,82,amazon-s3,3813,0.208,0.1954,0.2211,0.5069,0.2326,0.4102,0.3575,0.232,0.0139,0.0102,0,0.58,33.5,0.9115,0.1372,0.1568,0.2161,0.2282
384,91,pip,1950,0.2103,0.1927,0.2289,0.5426,0.2369,0.3875,0.3101,0.2317,0.0805,0.0749,0,0.68,53.5,0.9011,0.0651,0.189,0.2117,0.2333
385,106,google-maps,1024,0.2139,0.1898,0.24,0.5303,0.1895,0.4033,0.3614,0.2192,0.0381,0.0254,0,0.59,44.4,0.944,0.1025,0.1619,0.2198,0.2266
386,101,flutter-web,1131,0.2122,0.1894,0.237,0.534,0.1919,0.3974,0.2948,0.1958,0.0106,0.008,0,0.72,51.5,0.8989,0.0398,0.1556,0.2145,0.2361
387,71,jestjs,3303,0.1998,0.1865,0.2138,0.4502,0.1771,0.4438,0.386,0.2818,0.0094,0.0076,0,0.52,35.4,0.9154,0.1032,0.1554,0.2049,0.2183
388,74,apache,2044,0.1986,0.1819,0.2165,0.4692,0.1918,0.4234,0.3691,0.2931,0.0342,0.023,0,0.54,32.2,0.9376,0.476,0.2076,0.1905,0.2118
389,87,swagger,1229,0.2034,0.1819,0.2268,0.4361,0.1831,0.4664,0.4098,0.312,0.0203,0.0163,0,0.5,38.7,0.9091,0.1831,0.2267,0.1982,0.2238
390,78,networking,1761,0.1993,0.1813,0.2186,0.4753,0.2033,0.4194,0.3553,0.208,0.0301,0.0114,0,0.56,44.6,0.9117,0.2181,0.138,0.2164,0.2186
391,60,maven,3549,0.1939,0.1812,0.2072,0.472,0.1933,0.4107,0.3468,0.3372,0.024,0.0197,0,0.56,38.4,0.9077,0.2468,0.1758,0.1998,0.2136
392,63,woocommerce,2879,0.1945,0.1805,0.2094,0.4262,0.1678,0.4564,0.3977,0.1643,0.0712,0.0611,0,0.49,21.5,0.9524,0.1323,0.0787,0.2122,0.2042
393,93,openssl,1004,0.2042,0.1804,0.2302,0.4173,0.1683,0.4893,0.4371,0.3463,0.0209,0.0169,0,0.47,37.3,0.9276,0.1882,0.1852,0.2086,0.2201
394,75,oauth-2.0,1737,0.198,0.18,0.2174,0.4957,0.2078,0.3995,0.3416,0.2326,0.0058,0.0029,1,0.58,33.2,0.8935,0.232,0.2283,0.1889,0.2216
395,58,deep-learning,3110,0.1926,0.1791,0.2068,0.4627,0.1875,0.4163,0.3714,0.1319,0.0186,0.0077,0,0.52,27.7,0.9244,0.1826,0.1444,0.2034,0.2084
396,76,ssh,1595,0.1975,0.1787,0.2177,0.4984,0.1975,0.3962,0.3431,0.2794,0.0527,0.0376,0,0.58,41.1,0.9104,0.2213,0.1133,0.2214,0.2169
397,44,android-studio,7351,0.1873,0.1786,0.1964,0.498,0.1696,0.3761,0.2906,0.1924,0.0286,0.0226,0,0.64,38.9,0.9077,0.1589,0.1438,0.1955,0.2064
398,72,email,1765,0.1955,0.1776,0.2146,0.5184,0.1881,0.377,0.3029,0.1913,0.0459,0.0351,0,0.65,45.6,0.9299,0.2215,0.1739,0.2016,0.2102
399,65,sockets,2163,0.1937,0.1776,0.2109,0.4115,0.1859,0.4708,0.4052,0.1814,0.0333,0.0296,0,0.48,33.6,0.9437,0.1086,0.1702,0.1966,0.2053
400,41,visual-studio-code,9207,0.1854,0.1776,0.1935,0.4921,0.1886,0.3767,0.3057,0.2373,0.0298,0.0248,0,0.61,40.9,0.8942,0.3656,0.1631,0.1983,0.2073
401,88,printing,924,0.2013,0.1767,0.2284,0.5152,0.2294,0.3908,0.2801,0.1183,0.0509,0.039,0,0.72,64.8,0.9254,0.0909,0.0833,0.2131,0.2175
402,56,jupyter-notebook,2895,0.1896,0.1758,0.2043,0.4902,0.1976,0.3869,0.3192,0.1366,0.0325,0.029,0,0.59,43.9,0.9274,0.1161,0.128,0.1977,0.2045
403,61,web,2382,0.191,0.1757,0.2073,0.5067,0.1914,0.377,0.2993,0.1055,0.0567,0.0361,0,0.64,56.8,0.9267,0.0982,0.1368,0.1969,0.2061
404,86,package,1053,0.1975,0.1746,0.2227,0.4454,0.2023,0.4435,0.363,0.1683,0.0522,0.038,0,0.54,49.0,0.9043,0.0608,0.1719,0.1992,0.2184
405,80,devops,1165,0.1957,0.1739,0.2195,0.5279,0.2266,0.3707,0.3248,0.2719,0.0094,0.0052,0,0.6,44.1,0.8872,0.0712,0.1325,0.2006,0.2206
406,66,security,1687,0.1915,0.1734,0.2109,0.4742,0.2401,0.4037,0.3436,0.13,0.0344,0.0178,0,0.56,42.6,0.9073,0.3035,0.1797,0.1966,0.211
407,85,objective-c,997,0.1966,0.1731,0.2224,0.4373,0.1956,0.4495,0.396,0.2041,0.0311,0.0271,0,0.5,32.7,0.9423,0.2437,0.2099,0.1923,0.2086
408,49,ubuntu,3222,0.1856,0.1726,0.1994,0.4631,0.1875,0.4008,0.3297,0.2575,0.0552,0.0292,0,0.56,47.2,0.9158,0.2737,0.1508,0.1987,0.2027
409,59,debugging,1967,0.1891,0.1724,0.207,0.4606,0.2135,0.4106,0.3382,0.2742,0.0315,0.0219,0,0.56,47.7,0.8942,0.183,0.1528,0.1973,0.2115
410,84,rabbitmq,965,0.1959,0.172,0.2221,0.4487,0.1699,0.4365,0.3962,0.2804,0.0114,0.0104,0,0.49,29.9,0.9087,0.2622,0.1818,0.2008,0.2155
411,33,wordpress,8604,0.1795,0.1715,0.1877,0.4763,0.1554,0.3768,0.3158,0.1736,0.0346,0.0246,0,0.57,28.1,0.938,0.4213,0.1357,0.2113,0.1913
412,43,authentication,3730,0.1831,0.171,0.1958,0.4702,0.1689,0.3894,0.3306,0.2138,0.0155,0.0107,0,0.55,45.6,0.8999,0.2223,0.1653,0.1882,0.2035
413,69,flutter-dependencies,1358,0.1907,0.1707,0.2125,0.5913,0.2032,0.3225,0.2302,0.1351,0.0096,0.0059,0,0.83,53.5,0.887,0.011,0.0667,0.1921,0.215
414,68,computer-vision,1295,0.19,0.1695,0.2122,0.4332,0.2147,0.4385,0.3727,0.1585,0.0224,0.0147,0,0.51,31.0,0.9145,0.0811,0.1048,0.1975,0.2077
415,77,anaconda,1007,0.1927,0.1695,0.2182,0.5015,0.1946,0.3842,0.3316,0.1753,0.0516,0.0437,0,0.58,43.7,0.9065,0.0874,0.2045,0.1915,0.2125
416,81,jdbc,906,0.1932,0.1688,0.2201,0.4834,0.2163,0.3995,0.3333,0.1943,0.096,0.085,0,0.58,43.6,0.9259,0.1049,0.1474,0.1985,0.2086
417,42,gradle,3529,0.1811,0.1687,0.1941,0.4486,0.1646,0.4037,0.3358,0.3928,0.0164,0.0139,0,0.54,41.0,0.9025,0.1635,0.1629,0.1846,0.2006
418,73,puppeteer,967,0.1903,0.1668,0.2162,0.4478,0.1572,0.4249,0.3594,0.2283,0.0196,0.0176,0,0.53,31.7,0.8976,0.1013,0.1531,0.1945,0.212
419,57,pycharm,1411,0.1843,0.1649,0.2053,0.5011,0.2062,0.3678,0.2975,0.1692,0.1042,0.0886,0,0.62,53.3,0.9253,0.1283,0.1492,0.1894,0.1991
420,64,conv-neural-network,1137,0.1865,0.1649,0.2101,0.4485,0.1715,0.4157,0.3655,0.1179,0.0237,0.0114,0,0.51,32.3,0.9339,0.0651,0.0676,0.1947,0.1996
421,62,keycloak,1113,0.1851,0.1634,0.209,0.4429,0.1743,0.4178,0.3665,0.3252,0.0063,0.0036,1,0.5,28.0,0.8996,0.2857,0.1667,0.1925,0.2058
422,50,ionic-framework,1733,0.1806,0.1632,0.1994,0.4582,0.1466,0.3942,0.3309,0.278,0.0087,0.0058,0,0.55,36.2,0.8943,0.1506,0.1494,0.1861,0.202
423,36,expo,2573,0.1757,0.1615,0.1909,0.4365,0.1512,0.4025,0.3333,0.3319,0.007,0.0043,0,0.53,38.9,0.8828,0.0268,0.058,0.1789,0.199
424,25,npm,4962,0.1693,0.1591,0.18,0.4857,0.1608,0.3485,0.2793,0.2917,0.0204,0.0173,0,0.61,51.5,0.8842,0.155,0.1339,0.1758,0.1915
425,55,jenkins-pipeline,1113,0.1788,0.1574,0.2024,0.4555,0.1572,0.3925,0.3485,0.2513,0.0144,0.0117,0,0.51,27.5,0.9087,0.0898,0.1,0.1866,0.1968
426,51,video,1209,0.1778,0.1573,0.2004,0.4309,0.1795,0.4127,0.362,0.1767,0.0141,0.0116,0,0.49,36.2,0.9513,0.2117,0.1719,0.1794,0.1869
427,34,automation,1992,0.1727,0.1567,0.1899,0.5015,0.1867,0.3443,0.285,0.0901,0.0221,0.0141,0,0.61,41.9,0.9297,0.127,0.1344,0.1783,0.1857
428,27,graphql,2993,0.1694,0.1564,0.1833,0.414,0.1373,0.4092,0.3731,0.2643,0.0077,0.0053,0,0.45,34.1,0.8864,0.2559,0.1606,0.1724,0.1911
429,45,mobile,1324,0.1752,0.1557,0.1966,0.4653,0.1458,0.3766,0.2907,0.1379,0.0181,0.0113,0,0.6,53.3,0.9317,0.0718,0.0737,0.1831,0.1881
430,31,pdf,2380,0.1697,0.1552,0.1854,0.4282,0.1731,0.3965,0.3395,0.2649,0.0185,0.013,0,0.5,37.0,0.8998,0.179,0.1526,0.1735,0.1887
431,46,caching,1257,0.175,0.155,0.197,0.428,0.1885,0.4089,0.3354,0.2,0.0191,0.0135,0,0.52,45.7,0.9283,0.187,0.1532,0.18,0.1885
